ISO_YEAR,ISO_WEEK,date,period,SPEC_PROCESSED_NB,INF_ALL,INF_A,INF_B,AH1N12009,AH3,BVIC,positivity_rate
2023,27,2023-07-02,Post-pandemic (2022-2026),651.0,74.0,57.0,17.0,11.0,4.0,3.0,0.11367127496159754
2023,28,2023-07-09,Post-pandemic (2022-2026),674.0,55.0,43.0,12.0,10.0,6.0,1.0,0.08160237388724036
2023,29,2023-07-16,Post-pandemic (2022-2026),635.0,47.0,38.0,9.0,8.0,6.0,,0.07401574803149606
2023,30,2023-07-23,Post-pandemic (2022-2026),593.0,36.0,28.0,8.0,5.0,7.0,,0.06070826306913996
2023,31,2023-07-30,Post-pandemic (2022-2026),588.0,43.0,33.0,10.0,8.0,5.0,,0.07312925170068027
2023,32,2023-08-06,Post-pandemic (2022-2026),635.0,30.0,17.0,13.0,,,,0.047244094488188976
2023,33,2023-08-13,Post-pandemic (2022-2026),785.0,65.0,43.0,22.0,2.0,8.0,3.0,0.08280254777070063
2023,34,2023-08-20,Post-pandemic (2022-2026),815.0,59.0,48.0,11.0,8.0,18.0,3.0,0.07239263803680981
2023,35,2023-08-27,Post-pandemic (2022-2026),844.0,76.0,55.0,21.0,10.0,11.0,1.0,0.09004739336492891
2023,36,2023-09-03,Post-pandemic (2022-2026),994.0,91.0,69.0,22.0,15.0,15.0,,0.09154929577464789
2023,37,2023-09-10,Post-pandemic (2022-2026),965.0,100.0,79.0,21.0,20.0,22.0,4.0,0.10362694300518134
2023,38,2023-09-17,Post-pandemic (2022-2026),1071.0,158.0,114.0,44.0,33.0,30.0,6.0,0.14752567693744165
2023,39,2023-09-24,Post-pandemic (2022-2026),1042.0,171.0,141.0,30.0,48.0,51.0,4.0,0.16410748560460653
2023,40,2023-10-01,Post-pandemic (2022-2026),1198.0,266.0,228.0,38.0,74.0,80.0,4.0,0.22203672787979967
2023,41,2023-10-08,Post-pandemic (2022-2026),1267.0,356.0,314.0,42.0,88.0,93.0,6.0,0.2809786898184688
2023,42,2023-10-15,Post-pandemic (2022-2026),1197.0,372.0,328.0,44.0,102.0,114.0,17.0,0.3107769423558897
2023,43,2023-10-22,Post-pandemic (2022-2026),1230.0,411.0,361.0,50.0,117.0,129.0,14.0,0.33414634146341465
2023,44,2023-10-29,Post-pandemic (2022-2026),1373.0,423.0,339.0,84.0,105.0,110.0,24.0,0.3080844865258558
2023,45,2023-11-05,Post-pandemic (2022-2026),1215.0,230.0,190.0,40.0,52.0,46.0,16.0,0.18930041152263374
2023,46,2023-11-12,Post-pandemic (2022-2026),1147.0,200.0,143.0,57.0,25.0,50.0,16.0,0.17436791630340018
2023,47,2023-11-19,Post-pandemic (2022-2026),1152.0,187.0,136.0,51.0,31.0,46.0,19.0,0.1623263888888889
2023,48,2023-11-26,Post-pandemic (2022-2026),1161.0,171.0,129.0,42.0,26.0,37.0,18.0,0.14728682170542637
2023,49,2023-12-03,Post-pandemic (2022-2026),1238.0,137.0,99.0,38.0,36.0,18.0,15.0,0.11066235864297254
2023,50,2023-12-10,Post-pandemic (2022-2026),1305.0,125.0,84.0,41.0,27.0,28.0,19.0,0.09578544061302682
2023,51,2023-12-17,Post-pandemic (2022-2026),1267.0,133.0,78.0,55.0,11.0,25.0,23.0,0.10497237569060773
2023,52,2023-12-24,Post-pandemic (2022-2026),1280.0,133.0,95.0,38.0,23.0,31.0,21.0,0.10390625
2024,1,2023-12-31,Post-pandemic (2022-2026),1226.0,131.0,87.0,44.0,17.0,21.0,24.0,0.1068515497553018
2024,2,2024-01-07,Post-pandemic (2022-2026),986.0,73.0,51.0,22.0,15.0,19.0,8.0,0.07403651115618662
2024,3,2024-01-14,Post-pandemic (2022-2026),972.0,69.0,44.0,25.0,12.0,27.0,10.0,0.07098765432098765
2024,4,2024-01-21,Post-pandemic (2022-2026),907.0,58.0,40.0,18.0,19.0,10.0,6.0,0.0639470782800441
2024,5,2024-01-28,Post-pandemic (2022-2026),952.0,72.0,48.0,24.0,18.0,16.0,11.0,0.07563025210084033
2024,6,2024-02-04,Post-pandemic (2022-2026),954.0,91.0,62.0,29.0,18.0,22.0,12.0,0.09538784067085954
2024,7,2024-02-11,Post-pandemic (2022-2026),876.0,87.0,64.0,23.0,11.0,20.0,6.0,0.09931506849315068
2024,8,2024-02-18,Post-pandemic (2022-2026),802.0,56.0,35.0,21.0,5.0,4.0,10.0,0.06982543640897755
2024,9,2024-02-25,Post-pandemic (2022-2026),799.0,69.0,42.0,27.0,6.0,14.0,6.0,0.08635794743429287
2024,10,2024-03-03,Post-pandemic (2022-2026),768.0,40.0,19.0,21.0,5.0,6.0,8.0,0.052083333333333336
2024,11,2024-03-10,Post-pandemic (2022-2026),763.0,60.0,40.0,20.0,24.0,8.0,4.0,0.07863695937090433
2024,12,2024-03-17,Post-pandemic (2022-2026),856.0,49.0,29.0,20.0,18.0,5.0,9.0,0.05724299065420561
2024,13,2024-03-24,Post-pandemic (2022-2026),743.0,29.0,12.0,17.0,4.0,1.0,5.0,0.039030955585464336
2024,14,2024-03-31,Post-pandemic (2022-2026),788.0,46.0,25.0,21.0,18.0,6.0,8.0,0.0583756345177665
2024,15,2024-04-07,Post-pandemic (2022-2026),338.0,16.0,7.0,9.0,5.0,1.0,4.0,0.047337278106508875
2024,16,2024-04-14,Post-pandemic (2022-2026),895.0,53.0,40.0,13.0,17.0,7.0,2.0,0.05921787709497207
2024,17,2024-04-21,Post-pandemic (2022-2026),919.0,38.0,21.0,17.0,10.0,1.0,5.0,0.041349292709466814
2024,18,2024-04-28,Post-pandemic (2022-2026),878.0,27.0,9.0,18.0,1.0,,4.0,0.030751708428246014
2024,19,2024-05-05,Post-pandemic (2022-2026),885.0,39.0,22.0,17.0,3.0,7.0,4.0,0.04406779661016949
2024,20,2024-05-12,Post-pandemic (2022-2026),916.0,34.0,15.0,19.0,3.0,5.0,4.0,0.03711790393013101
2024,21,2024-05-19,Post-pandemic (2022-2026),898.0,27.0,4.0,23.0,1.0,,7.0,0.030066815144766147
2024,22,2024-05-26,Post-pandemic (2022-2026),762.0,13.0,2.0,11.0,1.0,,5.0,0.01706036745406824
2024,23,2024-06-02,Post-pandemic (2022-2026),736.0,14.0,6.0,8.0,3.0,1.0,3.0,0.019021739130434784
2024,24,2024-06-09,Post-pandemic (2022-2026),583.0,14.0,5.0,9.0,1.0,1.0,2.0,0.024013722126929673
2024,25,2024-06-16,Post-pandemic (2022-2026),505.0,15.0,8.0,7.0,2.0,1.0,1.0,0.0297029702970297
2024,26,2024-06-23,Post-pandemic (2022-2026),794.0,23.0,11.0,12.0,1.0,3.0,7.0,0.028967254408060455
2024,27,2024-06-30,Post-pandemic (2022-2026),842.0,35.0,18.0,17.0,9.0,6.0,10.0,0.04156769596199525
2024,28,2024-07-07,Post-pandemic (2022-2026),816.0,34.0,24.0,10.0,5.0,12.0,4.0,0.041666666666666664
2024,29,2024-07-14,Post-pandemic (2022-2026),798.0,21.0,17.0,4.0,2.0,9.0,2.0,0.02631578947368421
2024,30,2024-07-21,Post-pandemic (2022-2026),804.0,18.0,16.0,2.0,4.0,6.0,2.0,0.022388059701492536
2024,31,2024-07-28,Post-pandemic (2022-2026),878.0,24.0,12.0,12.0,4.0,2.0,4.0,0.02733485193621868
2024,32,2024-08-04,Post-pandemic (2022-2026),918.0,20.0,8.0,12.0,2.0,3.0,1.0,0.02178649237472767
2024,33,2024-08-11,Post-pandemic (2022-2026),897.0,23.0,16.0,7.0,9.0,2.0,,0.02564102564102564
2024,34,2024-08-18,Post-pandemic (2022-2026),979.0,27.0,18.0,9.0,8.0,4.0,1.0,0.027579162410623085
2024,35,2024-08-25,Post-pandemic (2022-2026),997.0,21.0,13.0,8.0,7.0,,1.0,0.02106318956870612
2024,36,2024-09-01,Post-pandemic (2022-2026),1020.0,31.0,18.0,13.0,10.0,2.0,2.0,0.030392156862745098
2024,37,2024-09-08,Post-pandemic (2022-2026),884.0,28.0,19.0,9.0,11.0,1.0,,0.03167420814479638
2024,38,2024-09-15,Post-pandemic (2022-2026),880.0,34.0,25.0,9.0,15.0,,1.0,0.038636363636363635
2024,39,2024-09-22,Post-pandemic (2022-2026),930.0,38.0,31.0,7.0,23.0,,,0.04086021505376344
2024,40,2024-09-29,Post-pandemic (2022-2026),1104.0,50.0,43.0,7.0,32.0,1.0,,0.04528985507246377
2024,41,2024-10-06,Post-pandemic (2022-2026),1115.0,69.0,60.0,9.0,47.0,4.0,4.0,0.06188340807174888
2024,42,2024-10-13,Post-pandemic (2022-2026),1068.0,100.0,89.0,11.0,74.0,4.0,3.0,0.09363295880149813
2024,43,2024-10-20,Post-pandemic (2022-2026),1171.0,128.0,105.0,23.0,84.0,3.0,10.0,0.10930828351836037
2024,44,2024-10-27,Post-pandemic (2022-2026),1069.0,118.0,103.0,15.0,84.0,2.0,4.0,0.11038353601496725
2024,45,2024-11-03,Post-pandemic (2022-2026),1033.0,112.0,94.0,18.0,73.0,2.0,1.0,0.10842207163601161
2024,46,2024-11-10,Post-pandemic (2022-2026),1082.0,121.0,91.0,30.0,58.0,8.0,15.0,0.11182994454713494
2024,47,2024-11-17,Post-pandemic (2022-2026),1112.0,118.0,96.0,22.0,67.0,6.0,9.0,0.10611510791366907
2024,48,2024-11-24,Post-pandemic (2022-2026),1075.0,93.0,80.0,13.0,42.0,5.0,3.0,0.08651162790697674
2024,49,2024-12-01,Post-pandemic (2022-2026),1180.0,101.0,81.0,20.0,45.0,1.0,,0.08559322033898305
2024,50,2024-12-08,Post-pandemic (2022-2026),1228.0,140.0,113.0,27.0,71.0,5.0,8.0,0.11400651465798045
2024,51,2024-12-15,Post-pandemic (2022-2026),1327.0,177.0,140.0,37.0,66.0,17.0,15.0,0.1333835719668425
2024,52,2024-12-22,Post-pandemic (2022-2026),1230.0,194.0,141.0,53.0,56.0,29.0,22.0,0.15772357723577235
2025,1,2024-12-29,Post-pandemic (2022-2026),1127.0,160.0,117.0,43.0,59.0,27.0,17.0,0.1419698314108252
2025,2,2025-01-05,Post-pandemic (2022-2026),1253.0,276.0,207.0,69.0,92.0,62.0,51.0,0.2202713487629689
2025,3,2025-01-12,Post-pandemic (2022-2026),1229.0,278.0,197.0,81.0,85.0,18.0,41.0,0.22620016273393004
2025,4,2025-01-19,Post-pandemic (2022-2026),1215.0,287.0,194.0,93.0,67.0,,,0.23621399176954733
2025,5,2025-01-26,Post-pandemic (2022-2026),1065.0,332.0,207.0,125.0,66.0,2.0,25.0,0.3117370892018779
2025,6,2025-02-02,Post-pandemic (2022-2026),1088.0,280.0,166.0,114.0,51.0,1.0,1.0,0.25735294117647056
2025,7,2025-02-09,Post-pandemic (2022-2026),1063.0,216.0,128.0,88.0,17.0,1.0,,0.20319849482596425
2025,8,2025-02-16,Post-pandemic (2022-2026),1044.0,181.0,113.0,68.0,10.0,3.0,,0.17337164750957854
2025,9,2025-02-23,Post-pandemic (2022-2026),884.0,75.0,35.0,40.0,10.0,3.0,,0.08484162895927602
2025,10,2025-03-02,Post-pandemic (2022-2026),793.0,54.0,22.0,32.0,6.0,,,0.06809583858764187
2025,11,2025-03-09,Post-pandemic (2022-2026),840.0,70.0,27.0,43.0,6.0,1.0,,0.08333333333333333
2025,12,2025-03-16,Post-pandemic (2022-2026),765.0,42.0,20.0,22.0,12.0,,,0.054901960784313725
2025,13,2025-03-23,Post-pandemic (2022-2026),576.0,21.0,16.0,5.0,9.0,,,0.036458333333333336
2025,14,2025-03-30,Post-pandemic (2022-2026),439.0,22.0,12.0,10.0,1.0,,,0.05011389521640091
2025,15,2025-04-06,Post-pandemic (2022-2026),752.0,26.0,14.0,12.0,2.0,1.0,,0.034574468085106384
2025,16,2025-04-13,Post-pandemic (2022-2026),767.0,37.0,23.0,14.0,6.0,1.0,,0.048239895697522815
2025,17,2025-04-20,Post-pandemic (2022-2026),768.0,46.0,23.0,23.0,12.0,,,0.059895833333333336
2025,18,2025-04-27,Post-pandemic (2022-2026),722.0,42.0,16.0,26.0,5.0,,,0.05817174515235457
2025,19,2025-05-04,Post-pandemic (2022-2026),818.0,64.0,29.0,35.0,16.0,2.0,,0.07823960880195599
2025,20,2025-05-11,Post-pandemic (2022-2026),736.0,16.0,9.0,7.0,3.0,,,0.021739130434782608
2025,21,2025-05-18,Post-pandemic (2022-2026),513.0,39.0,13.0,26.0,3.0,1.0,,0.07602339181286549
2025,22,2025-05-25,Post-pandemic (2022-2026),576.0,20.0,7.0,13.0,4.0,,,0.034722222222222224
2025,23,2025-06-01,Post-pandemic (2022-2026),357.0,11.0,5.0,6.0,4.0,,,0.03081232492997199
2025,24,2025-06-08,Post-pandemic (2022-2026),349.0,21.0,8.0,13.0,3.0,,,0.06017191977077364
2025,25,2025-06-15,Post-pandemic (2022-2026),563.0,13.0,7.0,6.0,2.0,,,0.023090586145648313
2025,26,2025-06-22,Post-pandemic (2022-2026),556.0,18.0,10.0,8.0,,,,0.03237410071942446
2025,27,2025-06-29,Post-pandemic (2022-2026),593.0,15.0,5.0,10.0,,1.0,5.0,0.025295109612141653
2025,28,2025-07-06,Post-pandemic (2022-2026),695.0,20.0,11.0,9.0,3.0,1.0,3.0,0.02877697841726619
2025,29,2025-07-13,Post-pandemic (2022-2026),758.0,30.0,20.0,10.0,4.0,,3.0,0.0395778364116095
2025,30,2025-07-20,Post-pandemic (2022-2026),709.0,13.0,9.0,4.0,3.0,3.0,,0.018335684062059238
2025,31,2025-07-27,Post-pandemic (2022-2026),686.0,17.0,13.0,4.0,3.0,3.0,4.0,0.02478134110787172
2025,32,2025-08-03,Post-pandemic (2022-2026),622.0,16.0,11.0,5.0,4.0,4.0,2.0,0.02572347266881029
2025,33,2025-08-10,Post-pandemic (2022-2026),657.0,15.0,11.0,4.0,3.0,7.0,2.0,0.0228310502283105
2025,34,2025-08-17,Post-pandemic (2022-2026),694.0,21.0,21.0,,12.0,5.0,,0.03025936599423631
2025,35,2025-08-24,Post-pandemic (2022-2026),684.0,17.0,16.0,1.0,6.0,10.0,1.0,0.024853801169590642
2025,36,2025-08-31,Post-pandemic (2022-2026),761.0,20.0,15.0,5.0,4.0,11.0,5.0,0.026281208935611037
2025,37,2025-09-07,Post-pandemic (2022-2026),791.0,28.0,22.0,6.0,2.0,13.0,3.0,0.035398230088495575
2025,38,2025-09-14,Post-pandemic (2022-2026),724.0,41.0,36.0,5.0,6.0,16.0,4.0,0.05662983425414365
2025,39,2025-09-21,Post-pandemic (2022-2026),753.0,58.0,53.0,5.0,5.0,24.0,1.0,0.07702523240371846
2025,40,2025-09-28,Post-pandemic (2022-2026),819.0,104.0,92.0,12.0,9.0,25.0,4.0,0.12698412698412698
2025,41,2025-10-05,Post-pandemic (2022-2026),882.0,198.0,183.0,15.0,23.0,153.0,10.0,0.22448979591836735
2025,42,2025-10-12,Post-pandemic (2022-2026),981.0,280.0,270.0,10.0,38.0,217.0,8.0,0.2854230377166157
2025,43,2025-10-19,Post-pandemic (2022-2026),1053.0,338.0,322.0,16.0,38.0,238.0,12.0,0.32098765432098764
2025,44,2025-10-26,Post-pandemic (2022-2026),1213.0,446.0,424.0,22.0,41.0,335.0,18.0,0.3676834295136026
2025,45,2025-11-02,Post-pandemic (2022-2026),1102.0,404.0,372.0,32.0,23.0,290.0,23.0,0.3666061705989111
2025,46,2025-11-09,Post-pandemic (2022-2026),1195.0,430.0,401.0,29.0,46.0,299.0,25.0,0.3598326359832636
2025,47,2025-11-16,Post-pandemic (2022-2026),1085.0,255.0,230.0,25.0,24.0,164.0,24.0,0.2350230414746544
2025,48,2025-11-23,Post-pandemic (2022-2026),899.0,146.0,128.0,18.0,14.0,100.0,18.0,0.16240266963292546
2025,49,2025-11-30,Post-pandemic (2022-2026),926.0,131.0,109.0,22.0,11.0,71.0,20.0,0.14146868250539957
2025,50,2025-12-07,Post-pandemic (2022-2026),959.0,98.0,66.0,32.0,20.0,35.0,29.0,0.10218978102189781
2025,51,2025-12-14,Post-pandemic (2022-2026),798.0,58.0,40.0,18.0,12.0,23.0,17.0,0.07268170426065163
2025,52,2025-12-21,Post-pandemic (2022-2026),817.0,43.0,24.0,19.0,3.0,18.0,18.0,0.05263157894736842
2026,1,2025-12-28,Post-pandemic (2022-2026),769.0,26.0,11.0,15.0,5.0,4.0,14.0,0.033810143042912875
2026,2,2026-01-04,Post-pandemic (2022-2026),747.0,40.0,28.0,12.0,15.0,11.0,10.0,0.0535475234270415
2026,3,2026-01-11,Post-pandemic (2022-2026),754.0,28.0,14.0,14.0,9.0,4.0,13.0,0.03713527851458886
2026,4,2026-01-18,Post-pandemic (2022-2026),716.0,27.0,20.0,7.0,9.0,3.0,5.0,0.03770949720670391
2026,5,2026-01-25,Post-pandemic (2022-2026),871.0,26.0,15.0,11.0,8.0,3.0,11.0,0.029850746268656716
2026,6,2026-02-01,Post-pandemic (2022-2026),758.0,39.0,19.0,20.0,9.0,4.0,19.0,0.051451187335092345
2026,7,2026-02-08,Post-pandemic (2022-2026),776.0,30.0,10.0,20.0,8.0,2.0,19.0,0.03865979381443299
2026,8,2026-02-15,Post-pandemic (2022-2026),644.0,24.0,9.0,15.0,6.0,2.0,12.0,0.037267080745341616
2026,9,2026-02-22,Post-pandemic (2022-2026),669.0,30.0,14.0,16.0,13.0,,12.0,0.04484304932735426
2026,10,2026-03-01,Post-pandemic (2022-2026),633.0,17.0,7.0,10.0,4.0,3.0,10.0,0.026856240126382307
2026,11,2026-03-08,Post-pandemic (2022-2026),467.0,17.0,9.0,8.0,9.0,,8.0,0.03640256959314775
2026,12,2026-03-15,Post-pandemic (2022-2026),524.0,12.0,4.0,8.0,1.0,,2.0,0.022900763358778626
